individualid,originalid,originaltraitname,originaltraitdef,standardisedtraitname,standardisedtraitdef,originaltraitvalue,originaltraitunit,originalerrorpos,originalerrorneg,originalerrorunit,standardisedtraitvalue,standardisedtraitunit,standardisederrorpos,standardisederrorneg,standardisederrorunit,replicates,habitat,labfield,arenavalue,arenaunit,arenavaluesi,arenaunitsi,ambienttemp,ambienttempmethod,ambienttempunit,ambientlight,ambientlightunit,secondstressor,secondstressordef,secondstressorvalue,secondstressorunit,timestart,timeend,totalobstimevalue,totalobstimeunit,totalobstimevaluesi,totalobstimeunitsi,totalobstimenotes,resrepvalue,resrepunit,resrepvaluesi,resrepunitsi,locationtext,locationtype,originallocationdate,locationdate,locationdateprecision,coordinatetype,latitude,longitude,interactor1,interactor1common,interactor1wholepart,interactor1wholeparttype,interactor1number,interactor1kingdom,interactor1phylum,interactor1class,interactor1order,interactor1family,interactor1genus,interactor1species,interactor1stage,interactor1sex,interactor1temp,interactor1tempunit,interactor1tempmethod,interactor1growthtemp,interactor1growthtempunit,interactor1growthdur,interactor1growthdurunit,interactor1growthtype,interactor1acc,interactor1acctemp,interactor1acctempnotes,interactor1acctime,interactor1acctimenotes,interactor1acctimeunit,interactor1origtemp,interactor1origtempnotes,interactor1origtime,interactor1origtimenotes,interactor1origtimeunit,interactor1equilibtimevalue,interactor1equilibtimeunit,interactor1size,interactor1sizeunit,interactor1sizetype,interactor1sizesi,interactor1sizeunitsi,interactor1denvalue,interactor1denunit,interactor1dentypesi,interactor1denvaluesi,interactor1denunitsi,interactor1massvaluesi,interactor1massunitsi,interactor2common,interactor2kingdom,interactor2phylum,interactor2class,interactor2order,interactor2family,interactor2genus,interactor2species,interactor2stage,interactor2sex,interactor2temp,interactor2tempunit,interactor2tempmethod,interactor2growthtemp,interactor2growthtempunit,interactor2growthdur,interactor2growthdurunit,interactor2growthtype,interactor2acc,interactor2acctemp,interactor2acctempnotes,interactor2acctime,interactor2acctimenotes,interactor2acctimeunit,interactor2origtemp,interactor2origtempnotes,interactor2origtime,interactor2origtimenotes,interactor2origtimeunit,interactor2equilibtimevalue,interactor2equilibtimeunit,interactor2size,interactor2sizeunit,interactor2sizetype,interactor2sizesi,interactor2sizeunitsi,interactor2denvalue,interactor2denunit,interactor2dentypesi,interactor2denvaluesi,interactor2denunitsi,interactor2massvaluesi,interactor2massunitsi,physicalprocess,physicalprocess_1,physicalprocess_2,figuretable,citation,doi,curratedbycitation,curratedbydoi,submittedby,contributoremail,notes,published,embargorelease
,DAL001,relative activity,mean percent relative activity,,,20.24,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase dal enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,DAL001,relative activity,mean percent relative activity,,,36.68,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase dal enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,DAL001,relative activity,mean percent relative activity,,,95.95,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase dal enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,DAL001,relative activity,mean percent relative activity,,,100.71,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase dal enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,50,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,DAL001,relative activity,mean percent relative activity,,,32.93,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase dal enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,DAL001,relative activity,mean percent relative activity,,,20.84,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase dal enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,25.29,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,47.52,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,37,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,60.79,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,90.82,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,50,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,100.09,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,88.11,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,64.64,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,YCN001,relative activity,mean percent relative activity,,,8.24,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Edinburgh United Kingdom,colony,,,0,decimal,56,-3,Bacillus subtilis,,part,Alanine racemase ycnD enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierce et al. 2008. Gene cloning and characterization of a second alanine racemase from Bacillus subtilis encoded by yncD. FEMS Microbiology Letters. 283:1,10.1111/j.1574-6968.2008.01151.x.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is D-alanine,TRUE,01/06/2008
,LIC001,relative activity,mean percent relative activity,,,47.36,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,LIC001,relative activity,mean percent relative activity,,,57.14,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,45,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,LIC001,relative activity,mean percent relative activity,,,76.7,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,50,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,LIC001,relative activity,mean percent relative activity,,,99.89,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,55,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,LIC001,relative activity,mean percent relative activity,,,68.13,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,60,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,LIC001,relative activity,mean percent relative activity,,,57.58,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,65,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,LIC001,relative activity,mean percent relative activity,,,33.3,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,70,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,LIC001,relative activity,mean percent relative activity,,,28.68,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Xiamen China,colony,,,0,decimal,24,118,Bacillus subtilis,,part,Lichenase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,75,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wang et al. 2016. Enhanced thermal stability of lichenase from Bacillus subtilis 168 by SpyTag/SpyCatcher-mediated spontaneous cyclization. Biotechnology for Biofuels. 9:1.,10.1186/s13068-016-0490-5.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168. Substrate is lichenan,TRUE,31/03/2016
,GAL001,relative activity,mean percent relative activity,,,50.93,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Sao Paulo Brazil,colony,,,0,decimal,-24,-47,Bacillus subtilis,,part,beta-galactosidase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,20,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120,10.1016/j.ijbiomac.2018.07.116.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. 4-nitrophenyl-beta-d-galactopyranoside is substrate,TRUE,01/12/2018
,GAL001,relative activity,mean percent relative activity,,,56.26,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Sao Paulo Brazil,colony,,,0,decimal,-24,-47,Bacillus subtilis,,part,beta-galactosidase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,25,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120,10.1016/j.ijbiomac.2018.07.116.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. 4-nitrophenyl-beta-d-galactopyranoside is substrate,TRUE,01/12/2018
,GAL001,relative activity,mean percent relative activity,,,62.77,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Sao Paulo Brazil,colony,,,0,decimal,-24,-47,Bacillus subtilis,,part,beta-galactosidase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,30,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120,10.1016/j.ijbiomac.2018.07.116.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. 4-nitrophenyl-beta-d-galactopyranoside is substrate,TRUE,01/12/2018
,GAL001,relative activity,mean percent relative activity,,,84.19,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Sao Paulo Brazil,colony,,,0,decimal,-24,-47,Bacillus subtilis,,part,beta-galactosidase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,36,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120,10.1016/j.ijbiomac.2018.07.116.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. 4-nitrophenyl-beta-d-galactopyranoside is substrate,TRUE,01/12/2018
,GAL001,relative activity,mean percent relative activity,,,95.39,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Sao Paulo Brazil,colony,,,0,decimal,-24,-47,Bacillus subtilis,,part,beta-galactosidase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,41,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120,10.1016/j.ijbiomac.2018.07.116.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. 4-nitrophenyl-beta-d-galactopyranoside is substrate,TRUE,01/12/2018
,GAL001,relative activity,mean percent relative activity,,,83.86,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Sao Paulo Brazil,colony,,,0,decimal,-24,-47,Bacillus subtilis,,part,beta-galactosidase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,46,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120,10.1016/j.ijbiomac.2018.07.116.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. 4-nitrophenyl-beta-d-galactopyranoside is substrate,TRUE,01/12/2018
,GAL001,relative activity,mean percent relative activity,,,50.72,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Sao Paulo Brazil,colony,,,0,decimal,-24,-47,Bacillus subtilis,,part,beta-galactosidase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,50,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carneiro et al. 2018. Characterization of a β-galactosidase from Bacillus subtilis with transgalactosylation activity. International Journal of Biological Macromolecules. 120,10.1016/j.ijbiomac.2018.07.116.,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. 4-nitrophenyl-beta-d-galactopyranoside is substrate,TRUE,01/12/2018
,RHI001,relative activity,mean percent relative activity,,,52.48,percent,,,,,,,,,,terrestrial,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,Tianjin China,colony,,,0,decimal,39,117,Bacillus subtilis,,part,L-Rhamnose Isomerase enzyme,,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,subtilis,,,40,Celsius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bai et al. 2015. Characteristics and Kinetic Properties of L-Rhamnose Isomerase from Bacillus Subtilis by Isothermal Titration Calorimetry for the Production of D-Allose. Food Science and Technology Research. 21:1,10.3136/fstr.21.13,,,Natalia Glazman,glazmann@yahoo.co.uk,B. subtilis strain 168 used. L-rhamnose is substrate,TRUE,01/01/2015
